from,to,amount
"Hymenobacter sp. TS19","CBM67",1
"Hymenobacter swuensis DY53","GH1",3
"Hymenobacter swuensis DY53","GH2",3
"Hymenobacter swuensis DY53","GH3",6
"Hymenobacter swuensis DY53","GH5",5
"Hymenobacter swuensis DY53","GH10",3
"Hymenobacter swuensis DY53","GH13",14
"Hymenobacter swuensis DY53","GH15",1
"Hymenobacter swuensis DY53","GH16",4
"Hymenobacter swuensis DY53","GH18",1
"Hymenobacter swuensis DY53","GH20",2
"Hymenobacter swuensis DY53","GH23",2
"Hymenobacter swuensis DY53","GH25",1
"Hymenobacter swuensis DY53","GH27",1
"Hymenobacter swuensis DY53","GH28",1
"Hymenobacter swuensis DY53","GH30",3
"Hymenobacter swuensis DY53","GH31",1
"Hymenobacter swuensis DY53","GH32",1
"Hymenobacter swuensis DY53","GH37",1
"Hymenobacter swuensis DY53","GH43",17
"Hymenobacter swuensis DY53","GH50",1
"Hymenobacter swuensis DY53","GH51",2
"Hymenobacter swuensis DY53","GH53",1
"Hymenobacter swuensis DY53","GH64",1
"Hymenobacter swuensis DY53","GH65",1
"Hymenobacter swuensis DY53","GH67",1
"Hymenobacter swuensis DY53","GH77",1
"Hymenobacter swuensis DY53","GH88",1
"Hymenobacter swuensis DY53","GH92",3
"Hymenobacter swuensis DY53","GH97",2
"Hymenobacter swuensis DY53","GH105",1
"Hymenobacter swuensis DY53","GH113",1
"Hymenobacter swuensis DY53","GH115",1
"Hymenobacter swuensis DY53","GH125",1
"Hymenobacter swuensis DY53","GH127",1
"Hymenobacter swuensis DY53","GH128",1
"Hymenobacter swuensis DY53","GH133",1
"Hymenobacter swuensis DY53","GH144",1
"Hymenobacter swuensis DY53","GH147",1
"Hymenobacter swuensis DY53","GH158",1
"Hymenobacter swuensis DY53","GH171",1
"Hymenobacter swuensis DY53","GH0",4
"Hymenobacter swuensis DY53","GT1",2
"Hymenobacter swuensis DY53","GT2",29
"Hymenobacter swuensis DY53","GT3",1
"Hymenobacter swuensis DY53","GT4",23
"Hymenobacter swuensis DY53","GT5",1
"Hymenobacter swuensis DY53","GT9",4
"Hymenobacter swuensis DY53","GT19",1
"Hymenobacter swuensis DY53","GT20",1
"Hymenobacter swuensis DY53","GT26",1
"Hymenobacter swuensis DY53","GT28",1
"Hymenobacter swuensis DY53","GT30",1
"Hymenobacter swuensis DY53","GT35",1
"Hymenobacter swuensis DY53","GT51",5
"Hymenobacter swuensis DY53","GT0",2
"Hymenobacter swuensis DY53","PL1",2
"Hymenobacter swuensis DY53","PL10",1
"Hymenobacter swuensis DY53","CE1",1
"Hymenobacter swuensis DY53","CE4",1
"Hymenobacter swuensis DY53","CE6",1
"Hymenobacter swuensis DY53","CE8",2
"Hymenobacter swuensis DY53","CE9",1
"Hymenobacter swuensis DY53","CE11",1
"Hymenobacter swuensis DY53","CE12",1
"Hymenobacter swuensis DY53","CE14",1
"Hymenobacter swuensis DY53","CE15",1
"Hymenobacter swuensis DY53","CE0",4
"Hymenobacter swuensis DY53","CBM4",1
"Hymenobacter swuensis DY53","CBM6",9
"Hymenobacter swuensis DY53","CBM13",7
"Hymenobacter swuensis DY53","CBM20",3
"Hymenobacter swuensis DY53","CBM32",2
"Hymenobacter swuensis DY53","CBM35",1
"Hymenobacter swuensis DY53","CBM48",4
"Hymenobacter swuensis DY53","CBM50",9
"Hymenobacter swuensis DY53","CBM51",1
"Hymenobacter swuensis DY53","CBM61",1
"Hymenobacter sp. PAMC 26628","GH1",4
"Hymenobacter sp. PAMC 26628","GH2",4
"Hymenobacter sp. PAMC 26628","GH3",6
"Hymenobacter sp. PAMC 26628","GH5",6
"Hymenobacter sp. PAMC 26628","GH10",1
"Hymenobacter sp. PAMC 26628","GH13",11
"Hymenobacter sp. PAMC 26628","GH15",1
"Hymenobacter sp. PAMC 26628","GH16",1
"Hymenobacter sp. PAMC 26628","GH18",1
"Hymenobacter sp. PAMC 26628","GH20",2
"Hymenobacter sp. PAMC 26628","GH23",2
"Hymenobacter sp. PAMC 26628","GH25",1
"Hymenobacter sp. PAMC 26628","GH26",2
"Hymenobacter sp. PAMC 26628","GH27",2
"Hymenobacter sp. PAMC 26628","GH28",4
"Hymenobacter sp. PAMC 26628","GH30",4
"Hymenobacter sp. PAMC 26628","GH31",1
"Hymenobacter sp. PAMC 26628","GH32",1
"Hymenobacter sp. PAMC 26628","GH36",2
"Hymenobacter sp. PAMC 26628","GH37",1
"Hymenobacter sp. PAMC 26628","GH39",2
"Hymenobacter sp. PAMC 26628","GH43",9
"Hymenobacter sp. PAMC 26628","GH51",1
"Hymenobacter sp. PAMC 26628","GH65",1
"Hymenobacter sp. PAMC 26628","GH77",1
"Hymenobacter sp. PAMC 26628","GH78",2
"Hymenobacter sp. PAMC 26628","GH88",1
"Hymenobacter sp. PAMC 26628","GH92",4
"Hymenobacter sp. PAMC 26628","GH93",1
"Hymenobacter sp. PAMC 26628","GH97",6
"Hymenobacter sp. PAMC 26628","GH105",2
"Hymenobacter sp. PAMC 26628","GH125",1
"Hymenobacter sp. PAMC 26628","GH128",1
"Hymenobacter sp. PAMC 26628","GH130",2
"Hymenobacter sp. PAMC 26628","GH144",2
"Hymenobacter sp. PAMC 26628","GH147",1
"Hymenobacter sp. PAMC 26628","GH158",1
"Hymenobacter sp. PAMC 26628","GH171",1
"Hymenobacter sp. PAMC 26628","GH0",3
"Hymenobacter sp. PAMC 26628","GT1",4
"Hymenobacter sp. PAMC 26628","GT2",27
"Hymenobacter sp. PAMC 26628","GT3",1
"Hymenobacter sp. PAMC 26628","GT4",25
"Hymenobacter sp. PAMC 26628","GT5",1
"Hymenobacter sp. PAMC 26628","GT8",1
"Hymenobacter sp. PAMC 26628","GT9",6
"Hymenobacter sp. PAMC 26628","GT19",1
"Hymenobacter sp. PAMC 26628","GT20",1
"Hymenobacter sp. PAMC 26628","GT26",2
"Hymenobacter sp. PAMC 26628","GT28",1
"Hymenobacter sp. PAMC 26628","GT30",1
"Hymenobacter sp. PAMC 26628","GT32",1
"Hymenobacter sp. PAMC 26628","GT35",1
"Hymenobacter sp. PAMC 26628","GT51",5
"Hymenobacter sp. PAMC 26628","GT0",2
"Hymenobacter sp. PAMC 26628","PL10",1
"Hymenobacter sp. PAMC 26628","PL35",1
"Hymenobacter sp. PAMC 26628","PL0",1
"Hymenobacter sp. PAMC 26628","CE4",2
"Hymenobacter sp. PAMC 26628","CE9",1
"Hymenobacter sp. PAMC 26628","CE11",1
"Hymenobacter sp. PAMC 26628","CE12",1
"Hymenobacter sp. PAMC 26628","CE14",2
"Hymenobacter sp. PAMC 26628","CE0",1
"Hymenobacter sp. PAMC 26628","CBM3",2
"Hymenobacter sp. PAMC 26628","CBM6",1
"Hymenobacter sp. PAMC 26628","CBM13",1
"Hymenobacter sp. PAMC 26628","CBM20",2
"Hymenobacter sp. PAMC 26628","CBM26",3
"Hymenobacter sp. PAMC 26628","CBM32",1
"Hymenobacter sp. PAMC 26628","CBM35",2
"Hymenobacter sp. PAMC 26628","CBM48",3
"Hymenobacter sp. PAMC 26628","CBM50",10
"Hymenobacter sp. PAMC 26628","CBM51",1
"Hymenobacter sp. PAMC 26628","CBM57",7
"Hymenobacter sp. PAMC 26628","CBM61",6
"Ichthyobacterium seriolicida JBKA-6","GH3",1
"Ichthyobacterium seriolicida JBKA-6","GH20",1
"Ichthyobacterium seriolicida JBKA-6","GH73",1
"Ichthyobacterium seriolicida JBKA-6","GH171",1
"Ichthyobacterium seriolicida JBKA-6","GT2",4
"Ichthyobacterium seriolicida JBKA-6","GT4",2
"Ichthyobacterium seriolicida JBKA-6","GT5",1
"Ichthyobacterium seriolicida JBKA-6","GT19",1
"Ichthyobacterium seriolicida JBKA-6","GT28",1
"Ichthyobacterium seriolicida JBKA-6","GT30",1
"Ichthyobacterium seriolicida JBKA-6","GT51",1
"Ichthyobacterium seriolicida JBKA-6","CE11",1
"Ichthyobacterium seriolicida JBKA-6","CE14",1
"Ichthyobacterium seriolicida JBKA-6","CBM50",2
"Kaistella antarctica NCTC13489","GH1",1
"Kaistella antarctica NCTC13489","GH3",2
"Kaistella antarctica NCTC13489","GH13",7
"Kaistella antarctica NCTC13489","GH23",1
"Kaistella antarctica NCTC13489","GH25",1
"Kaistella antarctica NCTC13489","GH73",1
"Kaistella antarctica NCTC13489","GH77",1
"Kaistella antarctica NCTC13489","GH94",1
"Kaistella antarctica NCTC13489","GH97",1
"Kaistella antarctica NCTC13489","GH109",1
"Kaistella antarctica NCTC13489","GH144",2
"Kaistella antarctica NCTC13489","GH171",1
"Kaistella antarctica NCTC13489","GH0",3
"Kaistella antarctica NCTC13489","GT2",24
"Kaistella antarctica NCTC13489","GT4",16
"Kaistella antarctica NCTC13489","GT5",2
"Kaistella antarctica NCTC13489","GT19",1
"Kaistella antarctica NCTC13489","GT28",1
"Kaistella antarctica NCTC13489","GT30",1
"Kaistella antarctica NCTC13489","GT35",1
"Kaistella antarctica NCTC13489","GT51",2
"Kaistella antarctica NCTC13489","GT84",1
"Kaistella antarctica NCTC13489","GT0",1
"Kaistella antarctica NCTC13489","CE11",1
"Kaistella antarctica NCTC13489","CE14",1
"Kaistella antarctica NCTC13489","CBM20",2
"Kaistella antarctica NCTC13489","CBM48",2
"Kaistella antarctica NCTC13489","CBM50",7
"Kaistella jeonii NCTC13459","GH3",2
"Kaistella jeonii NCTC13459","GH13",7
"Kaistella jeonii NCTC13459","GH18",1
"Kaistella jeonii NCTC13459","GH19",2
"Kaistella jeonii NCTC13459","GH23",1
"Kaistella jeonii NCTC13459","GH24",1
"Kaistella jeonii NCTC13459","GH25",1
"Kaistella jeonii NCTC13459","GH73",1
"Kaistella jeonii NCTC13459","GH77",1
"Kaistella jeonii NCTC13459","GH97",1
"Kaistella jeonii NCTC13459","GH130",2
"Kaistella jeonii NCTC13459","GH144",2
"Kaistella jeonii NCTC13459","GH171",1
"Kaistella jeonii NCTC13459","GH0",3
"Kaistella jeonii NCTC13459","GT1",1
"Kaistella jeonii NCTC13459","GT2",23
"Kaistella jeonii NCTC13459","GT4",19
"Kaistella jeonii NCTC13459","GT5",2
"Kaistella jeonii NCTC13459","GT19",1
"Kaistella jeonii NCTC13459","GT28",1
"Kaistella jeonii NCTC13459","GT30",1
"Kaistella jeonii NCTC13459","GT32",1
"Kaistella jeonii NCTC13459","GT35",1
"Kaistella jeonii NCTC13459","GT51",2
"Kaistella jeonii NCTC13459","GT101",1
"Kaistella jeonii NCTC13459","GT0",2
"Kaistella jeonii NCTC13459","CE4",1
"Kaistella jeonii NCTC13459","CE11",1
"Kaistella jeonii NCTC13459","CE14",1
"Kaistella jeonii NCTC13459","CBM20",2
"Kaistella jeonii NCTC13459","CBM48",2
"Kaistella jeonii NCTC13459","CBM50",6
"Kaistella flava 7-3A","GH3",1
"Kaistella flava 7-3A","GH13",6
"Kaistella flava 7-3A","GH18",1
"Kaistella flava 7-3A","GH25",1
"Kaistella flava 7-3A","GH28",2
"Kaistella flava 7-3A","GH73",1
"Kaistella flava 7-3A","GH77",1
"Kaistella flava 7-3A","GH97",1
"Kaistella flava 7-3A","GH105",1
"Kaistella flava 7-3A","GH130",2
"Kaistella flava 7-3A","GH171",1
"Kaistella flava 7-3A","GH0",2
"Kaistella flava 7-3A","GT2",21
"Kaistella flava 7-3A","GT4",15
"Kaistella flava 7-3A","GT5",2
"Kaistella flava 7-3A","GT8",1
"Kaistella flava 7-3A","GT19",1
"Kaistella flava 7-3A","GT28",1
"Kaistella flava 7-3A","GT30",1
"Kaistella flava 7-3A","GT35",2
"Kaistella flava 7-3A","GT51",2
"Kaistella flava 7-3A","GT0",3
"Kaistella flava 7-3A","PL1",2
"Kaistella flava 7-3A","PL6",4
"Kaistella flava 7-3A","PL7",2
"Kaistella flava 7-3A","PL12",1
"Kaistella flava 7-3A","PL17",1
"Kaistella flava 7-3A","CE4",1
"Kaistella flava 7-3A","CE8",2
"Kaistella flava 7-3A","CE11",1
"Kaistella flava 7-3A","CE12",1
"Kaistella flava 7-3A","CE14",1
"Kaistella flava 7-3A","CBM20",2
"Kaistella flava 7-3A","CBM48",2
"Kaistella flava 7-3A","CBM50",3
"Kaistella flava 7-3A","CBM77",1
"Kordia antarctica IMCC3317","GH2",2
"Kordia antarctica IMCC3317","GH3",2
"Kordia antarctica IMCC3317","GH13",7
"Kordia antarctica IMCC3317","GH16",3
"Kordia antarctica IMCC3317","GH17",5
"Kordia antarctica IMCC3317","GH20",1
"Kordia antarctica IMCC3317","GH23",3
"Kordia antarctica IMCC3317","GH25",1
"Kordia antarctica IMCC3317","GH30",1
"Kordia antarctica IMCC3317","GH31",2
"Kordia antarctica IMCC3317","GH64",1
"Kordia antarctica IMCC3317","GH65",1
"Kordia antarctica IMCC3317","GH73",1
"Kordia antarctica IMCC3317","GH82",2
"Kordia antarctica IMCC3317","GH92",1
"Kordia antarctica IMCC3317","GH110",2
"Kordia antarctica IMCC3317","GH113",3
"Kordia antarctica IMCC3317","GH127",1
"Kordia antarctica IMCC3317","GH149",1
"Kordia antarctica IMCC3317","GH150",1
"Kordia antarctica IMCC3317","GH171",1
"Kordia antarctica IMCC3317","GT1",2
"Kordia antarctica IMCC3317","GT2",25
"Kordia antarctica IMCC3317","GT4",15
"Kordia antarctica IMCC3317","GT5",1
"Kordia antarctica IMCC3317","GT9",2
"Kordia antarctica IMCC3317","GT19",1
"Kordia antarctica IMCC3317","GT28",1
"Kordia antarctica IMCC3317","GT30",1
"Kordia antarctica IMCC3317","GT51",2
"Kordia antarctica IMCC3317","GT0",4
"Kordia antarctica IMCC3317","PL6",1
"Kordia antarctica IMCC3317","PL7",4
"Kordia antarctica IMCC3317","PL12",2
"Kordia antarctica IMCC3317","PL17",1
"Kordia antarctica IMCC3317","CE4",1
"Kordia antarctica IMCC3317","CE11",1
"Kordia antarctica IMCC3317","CE14",1
"Kordia antarctica IMCC3317","CBM48",3
"Kordia antarctica IMCC3317","CBM50",9
"Kordia sp. SMS9","GH2",1
"Kordia sp. SMS9","GH3",4
"Kordia sp. SMS9","GH5",2
"Kordia sp. SMS9","GH8",1
"Kordia sp. SMS9","GH9",1
"Kordia sp. SMS9","GH13",7
"Kordia sp. SMS9","GH16",3
"Kordia sp. SMS9","GH17",3
"Kordia sp. SMS9","GH20",1
"Kordia sp. SMS9","GH23",3
"Kordia sp. SMS9","GH25",1
"Kordia sp. SMS9","GH26",1
"Kordia sp. SMS9","GH30",4
"Kordia sp. SMS9","GH31",2
"Kordia sp. SMS9","GH64",1
"Kordia sp. SMS9","GH65",1
"Kordia sp. SMS9","GH73",1
"Kordia sp. SMS9","GH92",1
"Kordia sp. SMS9","GH97",1
"Kordia sp. SMS9","GH113",1
"Kordia sp. SMS9","GH149",1
"Kordia sp. SMS9","GH158",1
"Kordia sp. SMS9","GH171",1
"Kordia sp. SMS9","GH0",1
"Kordia sp. SMS9","GT2",28
"Kordia sp. SMS9","GT4",14
"Kordia sp. SMS9","GT5",1
"Kordia sp. SMS9","GT9",2
"Kordia sp. SMS9","GT19",1
"Kordia sp. SMS9","GT25",1
"Kordia sp. SMS9","GT28",1
"Kordia sp. SMS9","GT30",1
"Kordia sp. SMS9","GT51",2
"Kordia sp. SMS9","GT0",3
"Kordia sp. SMS9","PL7",5
"Kordia sp. SMS9","PL9",2
"Kordia sp. SMS9","PL12",1
"Kordia sp. SMS9","CE3",1
"Kordia sp. SMS9","CE4",1
"Kordia sp. SMS9","CE11",1
"Kordia sp. SMS9","CE14",1
"Kordia sp. SMS9","CBM32",1
"Kordia sp. SMS9","CBM48",5
"Kordia sp. SMS9","CBM50",9
"Kordia sp. SMS9","CBM0",2
"Labilibaculum antarcticum SPP2","GH2",29
"Labilibaculum antarcticum SPP2","GH3",17
"Labilibaculum antarcticum SPP2","GH5",3
"Labilibaculum antarcticum SPP2","GH9",1
"Labilibaculum antarcticum SPP2","GH10",2
"Labilibaculum antarcticum SPP2","GH13",8
"Labilibaculum antarcticum SPP2","GH15",1
"Labilibaculum antarcticum SPP2","GH16",10
"Labilibaculum antarcticum SPP2","GH17",3
"Labilibaculum antarcticum SPP2","GH20",3
"Labilibaculum antarcticum SPP2","GH23",4
"Labilibaculum antarcticum SPP2","GH27",1
"Labilibaculum antarcticum SPP2","GH28",2
"Labilibaculum antarcticum SPP2","GH29",7
"Labilibaculum antarcticum SPP2","GH30",5
"Labilibaculum antarcticum SPP2","GH31",4
"Labilibaculum antarcticum SPP2","GH36",2
"Labilibaculum antarcticum SPP2","GH38",1
"Labilibaculum antarcticum SPP2","GH43",10
"Labilibaculum antarcticum SPP2","GH47",1
"Labilibaculum antarcticum SPP2","GH57",1
"Labilibaculum antarcticum SPP2","GH63",2
"Labilibaculum antarcticum SPP2","GH65",2
"Labilibaculum antarcticum SPP2","GH66",1
"Labilibaculum antarcticum SPP2","GH73",2
"Labilibaculum antarcticum SPP2","GH82",3
"Labilibaculum antarcticum SPP2","GH86",3
"Labilibaculum antarcticum SPP2","GH89",1
"Labilibaculum antarcticum SPP2","GH92",8
"Labilibaculum antarcticum SPP2","GH94",1
"Labilibaculum antarcticum SPP2","GH95",1
"Labilibaculum antarcticum SPP2","GH97",4
"Labilibaculum antarcticum SPP2","GH104",1
"Labilibaculum antarcticum SPP2","GH105",2
"Labilibaculum antarcticum SPP2","GH108",1
"Labilibaculum antarcticum SPP2","GH109",1
"Labilibaculum antarcticum SPP2","GH110",3
"Labilibaculum antarcticum SPP2","GH117",10
"Labilibaculum antarcticum SPP2","GH125",2
"Labilibaculum antarcticum SPP2","GH127",2
"Labilibaculum antarcticum SPP2","GH130",5
"Labilibaculum antarcticum SPP2","GH133",1
"Labilibaculum antarcticum SPP2","GH136",1
"Labilibaculum antarcticum SPP2","GH144",1
"Labilibaculum antarcticum SPP2","GH149",1
"Labilibaculum antarcticum SPP2","GH150",2
"Labilibaculum antarcticum SPP2","GH157",1
"Labilibaculum antarcticum SPP2","GH167",1
"Labilibaculum antarcticum SPP2","GH171",2
"Labilibaculum antarcticum SPP2","GH0",4
"Labilibaculum antarcticum SPP2","GT2",18
"Labilibaculum antarcticum SPP2","GT3",1
"Labilibaculum antarcticum SPP2","GT4",14
"Labilibaculum antarcticum SPP2","GT5",1
"Labilibaculum antarcticum SPP2","GT9",2
"Labilibaculum antarcticum SPP2","GT19",1
"Labilibaculum antarcticum SPP2","GT20",1
"Labilibaculum antarcticum SPP2","GT26",1
"Labilibaculum antarcticum SPP2","GT28",1
"Labilibaculum antarcticum SPP2","GT30",1
"Labilibaculum antarcticum SPP2","GT35",1
"Labilibaculum antarcticum SPP2","GT51",3
"Labilibaculum antarcticum SPP2","PL6",1
"Labilibaculum antarcticum SPP2","PL7",4
"Labilibaculum antarcticum SPP2","PL8",1
"Labilibaculum antarcticum SPP2","PL12",1
"Labilibaculum antarcticum SPP2","PL17",1
"Labilibaculum antarcticum SPP2","CE2",1
"Labilibaculum antarcticum SPP2","CE4",2
"Labilibaculum antarcticum SPP2","CE11",1
"Labilibaculum antarcticum SPP2","CE0",1
"Labilibaculum antarcticum SPP2","CBM6",4
"Labilibaculum antarcticum SPP2","CBM32",3
"Labilibaculum antarcticum SPP2","CBM35",3
"Labilibaculum antarcticum SPP2","CBM47",1
"Labilibaculum antarcticum SPP2","CBM48",2
"Labilibaculum antarcticum SPP2","CBM50",9
"Labilibaculum antarcticum SPP2","CBM57",1
"Lacibacter sp. S13-6-6","GH1",1
"Lacibacter sp. S13-6-6","GH2",17
"Lacibacter sp. S13-6-6","GH3",6
"Lacibacter sp. S13-6-6","GH5",2
"Lacibacter sp. S13-6-6","GH8",1
"Lacibacter sp. S13-6-6","GH10",4
"Lacibacter sp. S13-6-6","GH13",7
"Lacibacter sp. S13-6-6","GH16",7
"Lacibacter sp. S13-6-6","GH18",1
"Lacibacter sp. S13-6-6","GH20",3
"Lacibacter sp. S13-6-6","GH23",2
"Lacibacter sp. S13-6-6","GH25",1
"Lacibacter sp. S13-6-6","GH28",5
"Lacibacter sp. S13-6-6","GH29",6
"Lacibacter sp. S13-6-6","GH30",4
"Lacibacter sp. S13-6-6","GH32",1
"Lacibacter sp. S13-6-6","GH33",2
"Lacibacter sp. S13-6-6","GH37",1
"Lacibacter sp. S13-6-6","GH39",1
"Lacibacter sp. S13-6-6","GH43",19
"Lacibacter sp. S13-6-6","GH46",1
"Lacibacter sp. S13-6-6","GH50",2
"Lacibacter sp. S13-6-6","GH51",3
"Lacibacter sp. S13-6-6","GH53",2
"Lacibacter sp. S13-6-6","GH57",1
"Lacibacter sp. S13-6-6","GH65",1
"Lacibacter sp. S13-6-6","GH67",1
"Lacibacter sp. S13-6-6","GH73",1
"Lacibacter sp. S13-6-6","GH77",1
"Lacibacter sp. S13-6-6","GH78",4
"Lacibacter sp. S13-6-6","GH88",3
"Lacibacter sp. S13-6-6","GH92",5
"Lacibacter sp. S13-6-6","GH95",3
"Lacibacter sp. S13-6-6","GH97",2
"Lacibacter sp. S13-6-6","GH105",6
"Lacibacter sp. S13-6-6","GH106",4
"Lacibacter sp. S13-6-6","GH109",1
"Lacibacter sp. S13-6-6","GH115",2
"Lacibacter sp. S13-6-6","GH116",1
"Lacibacter sp. S13-6-6","GH127",2
"Lacibacter sp. S13-6-6","GH128",2
"Lacibacter sp. S13-6-6","GH130",2
"Lacibacter sp. S13-6-6","GH133",1
"Lacibacter sp. S13-6-6","GH136",1
"Lacibacter sp. S13-6-6","GH137",1
"Lacibacter sp. S13-6-6","GH138",1
"Lacibacter sp. S13-6-6","GH139",1
"Lacibacter sp. S13-6-6","GH140",1
"Lacibacter sp. S13-6-6","GH141",1
"Lacibacter sp. S13-6-6","GH142",1
"Lacibacter sp. S13-6-6","GH143",1
"Lacibacter sp. S13-6-6","GH144",2
"Lacibacter sp. S13-6-6","GH145",1
"Lacibacter sp. S13-6-6","GH146",2
"Lacibacter sp. S13-6-6","GH154",2
"Lacibacter sp. S13-6-6","GH159",1
"Lacibacter sp. S13-6-6","GH171",2
"Lacibacter sp. S13-6-6","GH0",4
"Lacibacter sp. S13-6-6","GT1",2
"Lacibacter sp. S13-6-6","GT2",27
"Lacibacter sp. S13-6-6","GT4",20
"Lacibacter sp. S13-6-6","GT5",2
"Lacibacter sp. S13-6-6","GT9",1
"Lacibacter sp. S13-6-6","GT10",1
"Lacibacter sp. S13-6-6","GT19",1
"Lacibacter sp. S13-6-6","GT28",1
"Lacibacter sp. S13-6-6","GT30",1
"Lacibacter sp. S13-6-6","GT35",1
"Lacibacter sp. S13-6-6","GT51",3
"Lacibacter sp. S13-6-6","GT81",1
"Lacibacter sp. S13-6-6","GT0",2
"Lacibacter sp. S13-6-6","PL1",4
"Lacibacter sp. S13-6-6","PL11",2
"Lacibacter sp. S13-6-6","PL22",1
"Lacibacter sp. S13-6-6","PL33",1
"Lacibacter sp. S13-6-6","PL40",1
"Lacibacter sp. S13-6-6","PL0",1
"Lacibacter sp. S13-6-6","CE4",1
"Lacibacter sp. S13-6-6","CE6",1
"Lacibacter sp. S13-6-6","CE8",2
"Lacibacter sp. S13-6-6","CE9",1
"Lacibacter sp. S13-6-6","CE11",1
"Lacibacter sp. S13-6-6","CE12",4
"Lacibacter sp. S13-6-6","CE14",1
"Lacibacter sp. S13-6-6","CE15",1
"Lacibacter sp. S13-6-6","CE0",5
"Lacibacter sp. S13-6-6","CBM4",1
"Lacibacter sp. S13-6-6","CBM6",3
"Lacibacter sp. S13-6-6","CBM13",1
"Lacibacter sp. S13-6-6","CBM20",2
"Lacibacter sp. S13-6-6","CBM35",3
"Lacibacter sp. S13-6-6","CBM48",10
"Lacibacter sp. S13-6-6","CBM50",1
"Lacibacter sp. S13-6-6","CBM57",1
"Lacibacter sp. S13-6-6","CBM61",1
"Lacibacter sp. S13-6-6","CBM67",1
"Lacinutrix sp. WUR7","GH2",1
"Lacinutrix sp. WUR7","GH3",1
"Lacinutrix sp. WUR7","GH5",1
"Lacinutrix sp. WUR7","GH13",5
"Lacinutrix sp. WUR7","GH23",2
"Lacinutrix sp. WUR7","GH31",2
"Lacinutrix sp. WUR7","GH65",1
"Lacinutrix sp. WUR7","GH73",1
"Lacinutrix sp. WUR7","GH82",2
"Lacinutrix sp. WUR7","GH110",2
"Lacinutrix sp. WUR7","GH113",1
"Lacinutrix sp. WUR7","GH150",1
"Lacinutrix sp. WUR7","GT2",31
"Lacinutrix sp. WUR7","GT4",22
"Lacinutrix sp. WUR7","GT5",2
"Lacinutrix sp. WUR7","GT9",1
"Lacinutrix sp. WUR7","GT19",1
"Lacinutrix sp. WUR7","GT28",1
"Lacinutrix sp. WUR7","GT30",1
"Lacinutrix sp. WUR7","GT32",1
"Lacinutrix sp. WUR7","GT51",3
"Lacinutrix sp. WUR7","GT0",1
"Lacinutrix sp. WUR7","PL6",1
"Lacinutrix sp. WUR7","PL7",4
"Lacinutrix sp. WUR7","PL17",1
"Lacinutrix sp. WUR7","CE4",2
"Lacinutrix sp. WUR7","CE11",1
"Lacinutrix sp. WUR7","CE14",1
"Lacinutrix sp. WUR7","CBM48",3
"Lacinutrix sp. WUR7","CBM50",9
"Lacinutrix sp. WUR7","CBM57",1
"Lacinutrix sp. WUR7","CBM64",2
"Lacinutrix venerupis DOK2-8","GH3",3
"Lacinutrix venerupis DOK2-8","GH5",1
"Lacinutrix venerupis DOK2-8","GH13",5
"Lacinutrix venerupis DOK2-8","GH16",2
"Lacinutrix venerupis DOK2-8","GH23",2
"Lacinutrix venerupis DOK2-8","GH31",2
"Lacinutrix venerupis DOK2-8","GH65",1
"Lacinutrix venerupis DOK2-8","GH73",1
"Lacinutrix venerupis DOK2-8","GH113",1
"Lacinutrix venerupis DOK2-8","GH171",1
"Lacinutrix venerupis DOK2-8","GT2",32
"Lacinutrix venerupis DOK2-8","GT4",13
"Lacinutrix venerupis DOK2-8","GT5",2
"Lacinutrix venerupis DOK2-8","GT9",2
"Lacinutrix venerupis DOK2-8","GT19",1
"Lacinutrix venerupis DOK2-8","GT28",1
"Lacinutrix venerupis DOK2-8","GT30",1
"Lacinutrix venerupis DOK2-8","GT51",4
"Lacinutrix venerupis DOK2-8","GT0",1
"Lacinutrix venerupis DOK2-8","PL6",1
"Lacinutrix venerupis DOK2-8","PL7",4
"Lacinutrix venerupis DOK2-8","PL12",1
"Lacinutrix venerupis DOK2-8","PL17",1
"Lacinutrix venerupis DOK2-8","CE4",1
"Lacinutrix venerupis DOK2-8","CE11",1
"Lacinutrix venerupis DOK2-8","CE14",1
"Lacinutrix venerupis DOK2-8","CBM48",3
"Lacinutrix venerupis DOK2-8","CBM50",12
"Lacinutrix sp. 5H-3-7-4","GH3",1
"Lacinutrix sp. 5H-3-7-4","GH5",1
"Lacinutrix sp. 5H-3-7-4","GH13",5
"Lacinutrix sp. 5H-3-7-4","GH23",2
"Lacinutrix sp. 5H-3-7-4","GH31",2
"Lacinutrix sp. 5H-3-7-4","GH63",1
"Lacinutrix sp. 5H-3-7-4","GH65",1
"Lacinutrix sp. 5H-3-7-4","GH73",1
"Lacinutrix sp. 5H-3-7-4","GH92",1
"Lacinutrix sp. 5H-3-7-4","GH113",1
"Lacinutrix sp. 5H-3-7-4","GH171",1
"Lacinutrix sp. 5H-3-7-4","GT2",27
"Lacinutrix sp. 5H-3-7-4","GT4",14
"Lacinutrix sp. 5H-3-7-4","GT5",2
"Lacinutrix sp. 5H-3-7-4","GT9",2
"Lacinutrix sp. 5H-3-7-4","GT19",1
"Lacinutrix sp. 5H-3-7-4","GT28",1
"Lacinutrix sp. 5H-3-7-4","GT30",1
"Lacinutrix sp. 5H-3-7-4","GT51",3
"Lacinutrix sp. 5H-3-7-4","GT0",1
"Lacinutrix sp. 5H-3-7-4","PL6",1
"Lacinutrix sp. 5H-3-7-4","PL7",4
